is_gorafi,title,category
True,Ce qu’il fallait retenir des annonces d’Edouard Philippe sur la phase 2 de déconfinement mais bon voilà Guy Bedos est mort donc franchement est-ce que c’est vraiment important de poster ça maintenant ?,politique
True,Le président de la 7e puissance mondiale menacé par la candidature de l’inventeur du “Lâcher de salopes”,politique
True,Les Français ayant pris de l’hydroxychloroquine seront tondus à la fin de l’épidémie,politique
True,Emmanuel Macron « Il n’y a jamais eu d’épidémie de coronavirus en France »,politique
True,Ce qu’il fallait retenir des annonces du gouvernement pour le déconfinement du 11 mai,politique
True,Covid-19 – Muriel Pénicaud demande aux intermittents du spectacle de se trouver un vrai travail,politique
True,"Muriel Pénicaud : « Pour toucher le chômage partiel, il faudra désormais travailler »",politique
True,Déconfinement – Ce qu’il fallait retenir de l’allocution de Edouard Philippe,politique
True,Jean-Michel Blanquer assure qu’il aura bien terminé de coudre tous les masques pour le 11 mai,politique
True,Manuel Valls écope d’une amende pour non-respect du confinement après avoir dormi sur le paillasson d’Emmanuel Macron,politique
True,"93% des membres du gouvernement estiment que, face à l’épidémie, les Français ont « tardé à réagir »",politique
True,"Pour compenser le manque de masques, le gouvernement appelle les Français à « pratiquer l’apnée »",politique
True,Ce qu’il fallait retenir de l’allocution de 20h02 d’Emmanuel Macron,politique
True,Emmanuel Macron entame une formation d’infirmier pour se faire applaudir lui aussi,politique
True,Le gouvernement va fabriquer en urgence des idées de gauche pour les hôpitaux,politique
True,Emmanuel Macron donnera sa prochaine allocution avec un filtre chien pour détendre les Français,politique
True,Edouard Philippe exhorte tous les Français qui le peuvent à « construire leur propre hôpital »,politique
True,"Après les cygnes à Venise, des députés socialistes aperçus dans les rues de Paris",politique
True,« Ceci n’est pas une pomme » par Sibeth Ndiaye,politique
True,Emmanuel Macron invite les Français à applaudir tous les soirs les patrons du CAC 40,politique
True,Covid19 – Emmanuel Macron exhorte les malades en réanimation à continuer leur activité,politique
True,Le gouvernement rappelle l’importance de « se laver les mains avant de se laver les mains »,politique
True,Emmanuel Macron propose d’instaurer un tout nouveau système de santé universel et juste que l’on appellerait « Sécurité Sociale »,politique
True,"Municipales – Pour raisons sanitaires, le gouvernement annule les élections et place ses députés à la tête des mairies",politique
True,Coronavirus – Hausse de la popularité d’Emmanuel Macron après l’annulation d’un concert de M Pokora,politique
True,"Rennes : pour concurrencer la LFI, le PS va faire figurer une bouteille de Chouchen sur sa liste",politique
True,"Municipales – À Paris, le Coronavirus rejoint finalement la liste d’Agnès Buzyn",politique
True,Piotr Pavlenski dévoile une vidéo intime entre Emmanuel Macron et la Mer de Glace,politique
True,"En soutien de Benjamin Griveaux, un militant LREM envoie une photo de son penis à tous ses contacts",politique
True,Municipales – Cédric Villani retire sa candidature après la publication d’une vidéo intime dans laquelle il échoue à faire une règle de trois,politique
True,Christophe Castaner efface en catastrophe son historique WhatsApp,politique
True,Patrick Balkany salue une dernière fois ses codétenus « noix de coco » et « poulet tikka »,politique
True,"Edouard Philippe : « Grâce à la tempête Ciara, le coronavirus sera repoussé hors de nos frontières »",politique
True,Paris – Des punaises de lit victimes d’une infestation de Benjamin Griveaux,politique
True,Les députés En Marche annoncent qu’ils vont désormais lire les propositions de lois avant de les voter,politique
True,Le gouvernement va proposer une prime aux seniors qui accepteront de ne pas toucher de retraite,politique
True,"Pour accompagner l’allongement de la durée de travail, le gouvernement fusionne Pôle Emploi et les EHPAD",politique
True,Après sa démission Jean-Paul Delevoye savoure sa retraite bien méritée,politique
True,"Jean-Paul Delevoye contraint de démissionner de 5 conseils d’assurances, 8 lobbies et 7 think tanks",politique
True,Jean-Paul Delevoye a oublié de préciser qu’il allait toucher 5% de toutes les retraites des Français,politique
True,Christophe Castaner promet que les LBD « feront preuve de pédagogie » avec les yeux des manifestants,politique
True,Grèves – Les sosies de Johnny rejoignent le mouvement contre la réforme des retraites,politique
True,LREM : Édouard Philippe rebaptisé Eduardo Filipo depuis la soirée virgin mojito,politique
True,"Inquiété par le succès de Brvmsoo, Emmanuel Macron demande aux candidats des municipales de tous se mettre au rap",politique
True,Violences policières : Des promeneurs découvrent en pleine forêt des centaines de dossiers de l’IGPN enterrés,politique
True,Emmanuel Macron aux étudiants « Je n’adore pas le mot de précarité car cela donne l’impression que vivre dans la pauvreté est pénible »,politique
True,Julie Graziani « J’aurais dû faire comme Eric Zemmour et simplement dire du mal des musulmans »,politique
True,Les pompiers autorisés à manifester uniquement en cas d’incendie,politique
True,"Pour attirer l’attention des politiques et du gouvernement, les chômeurs et précaires annoncent qu’ils vont porter le voile",politique
True,Test : quel ministre vous méprise le plus ?,politique
True,Emmanuel Macron  « Je n’aime pas le mot de démocratie parce que ça donne le sentiment que le peuple aurait le pouvoir »,politique
True,Emmanuel Macron propose de remplacer la Sécurité Sociale par une cagnotte Leetchi,politique
True,"À peine arrivé au Paradis, Jacques Chirac se plaint déjà du bruit et de l’odeur du purgatoire",politique
True,"Pour rendre hommage à Jacques Chirac, Emmanuel Macron fait tirer douze essais nucléaires dans le Pacifique",politique
True,"Malgré un charnier de 18 corps, 200 000 euros en liquide, trois voitures de sport et cinq comptes en Suisse, Richard Ferrand garde « toute la confiance du président de la république »",politique
True,Les syndicats proposent que les négociations pour la réforme des retraites soient remplacées par un combat en octogone,politique
True,Un militant UPR offre à sa fille pour son anniversaire une balade à dos de François Asselineau,politique
False,"Près des abeilles, de Georges Navel: l’écrivain ouvrier et apiculteur",culture
False,"La nouvelle version deLa Belle et la Bêten’est« pas adaptée »aux élèves de dix ans, selon Élisabeth Borne",culture
False,"Carole D’Andrea, star deWest Side Story, est décédée à 87 ans",culture
False,"Une affaire de style, de Denis Grozdanovitch : le livre de la gratitude",culture
False,"L’artiste Guillaume Bresson, conteur contemporain",culture
False,Le dessinateur Jul accuse le ministère de l’Éducation d’avoir censuré la sortie de son conte illustréLa Belle et la Bête,culture
False,"La chanteuse Axelle Red a écrit la suite deManhattan-Kaboul, son célèbre duo avec Renaud",culture
False,"La Nuit ravagée, de Jean-Baptiste Del Amo : lisez, si vous l’osez…",culture
False,"Blanche-Neige,ce énième remake sans magie signe-t-il la fin des live action Disney ?",culture
False,"Après la Bretagne,Martinepoursuit sa carrière d’influenceuse voyage sur la Côte d’Azur",culture
False,Était-ce pour cela: poétique Hannah Sullivan,culture
False,"Paradise Garden, d’Elena Fischer: une adolescente à la recherche du père",culture
False,"Cinq artistes pour comprendre «Paris noir», l’exposition événement au Centre Pompidou",culture
False,"Une Fratrie, de Brigitte Reimann: Berlin, avant le Mur",culture
False,« C’est un outil qui pourrait s’avérer très précieux » : Les frères Russo utiliseront l’IA dans les prochainsAvengers,culture
False,Faut-il aller voirFreedom sonatad’Emanuel Gat sur un album de Kanye West ?,culture
False,"David Claerbout, dans le jardin de Monet à l’Orangerie",culture
False,"Des gens sensibles, d’Éric Fottorino: Clara la magnifique",culture
False,"Exposition : Artemisia Gentileschi, une peintre libre aux nombreux nus féminins",culture
False,"Avec le chorégraphe Alain Platel, la danse à bras-le-corps",culture
False,"Au Musée Gardner de Boston, les stigmates à vif du plus grand cambriolage de l’histoire de l’art",culture
False,La cérémonie en l’honneur de Gal Gadot au Walk of Fame perturbée par des manifestants propalestiniens,culture
False,Un député japonais craint que le jeuAssassin's Creedentraîne des incivilités dans un sanctuaire shinto,culture
False,Le rappeur MHD s’exprime depuis sa cellule après sa condamnation à 12 ans de prison pour meurtre,culture
False,Le succès du roman américainLa Femme de ménageenchante sa traductrice française,culture
False,Printemps du cinéma : des séances à 5 euros dans 2 500 cinémas à partir de dimanche pour relancer la fréquentation,culture
False,"De Mayotte à Cahors, découvrez les 18 sites sélectionnés pour le Loto du patrimoine",culture
False,Les professionnels craignent une «hécatombe» avec la baisse du budget de la culture dans l'Hérault,culture
False,Un groupe de rock condamne une vidéo d’expulsion de migrants de la Maison-Blanche où apparaît leur chanson,culture
False,"Le maire de Rouen interdit un spectacle de Dieudonné, qui lui donne « rendez-vous au tribunal »",culture
False,Pourquoi Albin de la Simone a pris la plume,culture
False,"Blanche-Neige, un remake pasteurisé à 200 millions de dollars",culture
False,"Blanche Neige,Ma mère,Dieu et Sylvie Vartan, La Cache... Les films à voir et à ne pas voir cette semaine",culture
False,"Au Palais de Justice, le démontage de la grande salle des procès avant cinq années de travaux",culture
False,"Décès de Jacques Delaporte, auteur du tubeLa Salsa du démon",culture
False,"Façade chantilly, télégramme ensanglanté, gâteaux roses… Les boîtes au trésor de Wes Anderson exposées à la Cinémathèque",culture
False,"« Sur ordre de Trump », la présidente du National Endowment for the Humanities quitte ses fonctions",culture
False,« Merci maman de m’avoir élevée avec ces valeurs sublimes » : la fille d’Émilie Dequenne rend hommage à sa mère,culture
False,"Ce qu’ont dit Dujardin, Lellouche, Marmaï et Rouve à l’Assemblée sur les violences sexuelles dans le cinéma",culture
False,"Pour les 30 ans de l’albumThe Bends, Radiohead diffuse un concert inédit",culture
False,Les achats des musées font le miracle de la Tefaf de Maastricht,culture
False,Musique : Thomas Fersen et Albin de la Simone revisitent leurs carrières avec un nouvel album,culture
False,"Queen, Herbie Hancock et Barbara Hannigan récompensés du prestigieux Prix Polar Music",culture
False,"AvecLes Meilleurs sont sous terre, Nils Barrellon remporte le prix du roman de la gendarmerie",culture
False,Hollywood exhorte Trump à défendre les droits d’auteur face au pillage de l’intelligence artificielle,culture
False,Ed Sheeran dévoile un nouveau titre lors d’un concert surprise,culture
False,"La méthode de travail de Wes Anderson, aux antipodes du système hollywoodien",culture
False,"Notre critique deLumière, l’aventure continue, l’enfance du septième art",culture
False,Notre critique deLa Cache: les tribulations louftingues d’un gamin au pays de Mai 68,culture
False,A-t-on vraiment besoin d’une nouvelle maison pour les cultures urbaines ?,culture
False,Cambriolage d’une maison appartenant au Youtubeur Inoxtag : le rappeur Landy arrêté,culture
False,« Je ne me sentais pas à l’aise » : Neil Young arrête les tarifs dynamiques des billets de ses concerts,culture
False,"Willem Dafoe, acteur génial et singulier",culture
False,"Frédéric Martin, l’éclectique directeur de Robert Laffont",culture
False,"Notre critique deMa mère, Dieu et Sylvie Vartan: le plus beau pour aller marcher",culture
False,Notre critique deVermiglio ou La Mariée des montagnes: l’éloge de la lenteur,culture
False,Le nouvelAssassin's Creedsuscite débats et controverses,culture
False,Mort d’Émilie Dequenne : les obsèques se dérouleront le 26 mars,culture
False,"«Je suis pessimiste»: invité des Rencontres duFigaro, le prix Goncourt 2024 Kamel Daoud se dit «très inquiet» pour Boualem Sansal",culture
False,Trump se rend au Kennedy Center pour y affirmer son pouvoir sur la culture,culture
False,Dans l’atroce fabrique des « bébés parfaits » de l’Allemagne nazie,culture
False,"Étrillé par les journalistes, le remake deBlanche-Neigeravit les influenceurs à l’avant-première",culture
False,Une nouvelle version deStarship Troopersva voir le jour réalisée par Neill Blomkamp,culture
False,"Pierre-Jean Chabalier, directeur général du Bottin mondain: l’art du réseau social",culture
False,"Yolande et Lucien Clergue, une collection intime née de rencontres avec Picasso et Cocteau aux enchères",culture
False,Will Smith annonce la date de sortie de son premier album depuis 20 ans,culture
False,«Trouvaille unique» : une toile redécouverte dans les réserves du musée de Libourne pourrait être un original de Guido Reni,culture
False,"«Je collectionne tous les grands whiskys que je peux»: Beatrice Berrut, la pianiste aux doigts maltés",culture
False,Une comédienne blessée par une arme censée tirer à blanc lors d’une représentation théâtrale en Bretagne,culture
False,A-t-on vraiment besoin d’une nouvelle maison pour les cultures urbaines ?,culture
False,Dans l’atroce fabrique des « bébés parfaits » de l’Allemagne nazie,culture
False,"La méthode de travail de Wes Anderson, aux antipodes du système hollywoodien",culture
False,Un groupe de rock condamne une vidéo d’expulsion de migrants de la Maison-Blanche où apparaît leur chanson,culture
False,"Blanche-Neige, un remake pasteurisé à 200 millions de dollars",culture
False,John Wick: le cinquième volet confirmé même si le retour de Keanu Reeves demeure incertain,culture
False,"Blanche Neige,Ma mère,Dieu et Sylvie Vartan, La Cache... Les films à voir et à ne pas voir cette semaine",culture
False,"Les Mémoires de la Shoah, pour ne pas sombrer dans l’oubli",culture
False,Des bijoux en or de 2600 ans retrouvés près du temple égyptien de Karnak,culture
False,"La Diagonale du Figaro N°60 : le «Freestyle chess», ces échecs hétérodoxes qui séduisent Carlsen",culture
False,"Avec «Paris noir», le Centre Pompidou raconte une autre histoire de l’art",culture
False,« Ma vie est limite gâchée à tout jamais » : l’acteur Dylan Robert condamné à trois ans de prison ferme,culture
False,Lio de retour sur scène quinze jours après la mort de son fils de 21 ans dans de terribles circonstances,culture
False,Un concert d’Enrico Macias à Paris perturbé par des boules puantes,culture
False,"Près de Bordeaux, un chef-d’œuvre du maître italien de la peinture baroque Guido Reni a-t-il été découvert ?",culture
False,"Rosetta,La Fille du RER,Pas son genre... Cinq rôles marquants d’Émilie Dequenne au cinéma",culture
False,Astérix en Lusitanie: les irréductibles Gaulois s’aventurent en terre portugaise,culture
False,Une exceptionnelle collection d'affiches de cinéma rassemblées en 50 ans aux enchères,culture
False,P. Diddy rejette les nouvelles accusations de menaces et de surexploitation de ses ex-employés,culture
False,Mort de Gene Hackman : l’acteur n’a pas inscrit ses enfants sur son testament,culture
False,"Mort d’Émilie Dequenne : Jean Dujardin, Juliette Binoche, Leïla Bekhti... Les hommages à «une grande dame»",culture
False,La Saint-Patrick et bien plus encore : pourquoi 2025 est l’année pour partir en Irlande,culture
False,«Elle avait la rage au ventre »: l’actrice belge Émilie Dequenne succombe à un cancer rare à 43 ans,culture
False,Le personnage Mini-Loup va devenir le héros d’un magazine destiné aux 3-6 ans,culture
False,«Les maîtres sont heureux de lâcher prise»: au cinéma avec son chien au Majestic Bastille,culture
False,"Sturgill Simpson et Lainey Wilson, nouveaux visages de la country",culture
False,"«Il y aura toujours des fantômes autour de moi»: Delphine Depardieu, de l’importance d’un prénom",culture
False,"Pour se « débarrasser de ses dettes », une actrice d’Harry Pottervend des vidéos « sensuelles » de ses cheveux",culture
False,"Aboudia, le peintre des «enfants de la rue» au succès mondial",culture
False,"Dans les théâtres cubains, les joutes poétiques tentent de lutter contre l’hégémonie du reggaeton",culture
False,"Une œuvre d’art contemporain de l’artiste américain Dan Graham détruite par la chute d’un arbre, près de Clisson",culture
False,"Julian Barnes, l’homme qui était obsédé par Flaubert",culture
False,"Woke, inclusif, américanisé : les studios Amazon MGM peuvent-ils tuer James Bond ?",culture
False,"Le nouvel Animal Triste et le meilleur de Talk Talk, nos albums recommandés cette semaine",culture
False,"L’œil de l’INA :Chapeau melon et bottes de cuir, un homme et cinq femmes",culture
False,Des bijoux en or de 2600 ans retrouvés près du temple égyptien de Karnak,culture
False,"Au Japon, une ex-travailleuse du sexe photographie le quartier rouge de Tokyo",culture
False,"DansLune de miel, Bastien Vivès met en scène l’effet papillon",culture
False,La mangaka Natsumi Aida de passage à Bruxelles : « Je veux rendre au public francophone tout l’amour que j’ai reçu »,culture
False,Plus de 4 000 canaux découverts autour de l’antique cité sumérienne d’Eridu,culture
False,"Notre critique deJuliette ou la clé des songesà l’Opéra de Nice, un rêve éveillé",culture
False,«Il est en quête de vengeance» : Graham Nash juge que Donald Trump «cherche à détruire la démocratie»,culture
False,Conflit sur la succession de Claude Berri: sept personnes mises en examen dont Darius Langmann et Nathalie Rheims,culture
False,Un homme promeut un spectacle torse nu au festival d’Avignon... et se voit condamner,culture
False,"«L’Afghanistan est devenu une prison à ciel ouvert»: Fawzia Koofi, la colère froide d’une combattante",culture
False,L’or sous toutes ses coutures au Musée du Quai Branly,culture
False,«On ne va pas dans un hôtel avec un metteur en scène» : Besnehard déplore l’attitude de certaines actrices à l’ère de #MeToo,culture
False,« Tu paieras » : le message de Julie Depardieu à son père concernant ses déboires judiciaires,culture
False,"Anne Queffélec et Gaspard Dehaene : «En famille on n’additionne pas les émotions musicales, on les multiplie»",culture
False,Frédéric Beigbeder : «Le collège Stanislas est une usine à punks»,culture
False,Faut-il aller voirLa Belle au Bois Dormantà Bastille ?,culture
False,"«Il n’y a pas de hasard, que des rendez-vous»: Calogero réagit à la reprise d’un de ses titres par Sabrina Carpenter",culture
False,"Radio Prague, les ondes de la révolte: une remarquable fiction sur le printemps de Prague 1968",culture
False,"À 61 ans, Brad Pitt joue au vétéran des circuits dans la bande-annonce deF1",culture
False,"Watteau, le peintre du bonheur de vivre, enchante Chantilly",culture
False,"Au Musée de l’Armée, ces artistes qui ont résisté à l’Occupation par les arts ou par les armes",culture
False,"45 ans après David Lynch, Jack Huston va raconter la véritable histoire d’Elephant Man",culture
False,"Christophe Lambert, en convalescence après une mauvaise chute dans les escaliers d’un hôtel",culture
False,Un EP de quatre chansons inédites de Marianne Faithfull paraîtra en avril,culture
False,"Grand Soleilsigné Damso, le nouvel hymne du Sidaction, 27 ans aprèsSa raison d’être",culture
False,"Mort de la grande compositrice russe Sofia Goubaïdoulina, à 93 ans",culture
False,«Vous allez arrêter de me faire la morale» : Dominique Besnehard sort de ses gonds face à Sandrine Rousseau,culture
False,15 euros la pierre : un appel aux dons original pour la reconstruction de la flèche de la basilique Saint-Denis,culture
False,Philippe Plagnieux : «La basilique Saint-Denis est un édifice très identitaire»,culture
False,"À Toulon, Charles Berling fête les 60 ans de «son» théâtre avec Lars Noren",culture
False,"Dror Mishani, écrivain en temps de guerre",culture
False,"Notre critique deCompany,à l’Opéra de Massy : une comédie musicale qui vous veut du bien",culture
False,« Notre démocratie brûle »: Joan Baez s’attaque à Trump et à sa« bande de milliardaires vraiment incompétents »,culture
False,"Rap, graff, battles de danse... Paris débloque 100 000 euros pour soutenir les artistes hip-hop",culture
False,Flèche de la basilique Saint-Denis : une première pierre pour sceller une longue histoire,culture
False,"Le danseur oriental, de Metin Arditi: le grand roman de Constantinople",culture
False,Disney dévoile la première bande-annonce du remake deLilo & Stitchen live-action,culture
False,Aidons les aidants : le cri du cœur de la femme de Bruce Willis après la mort du couple Hackman,culture
False,"Faut-il aller voirPeaky Blinders,le ballet ?",culture
False,"Les Fantômes de Versailles, de Jacques Forgeas : le tableau du maître français",culture
False,"Georges Pompidou, l’homme qui réussit à succéder au Général",culture
False,Blanche Gardin assure de son « dégoût » pour l’antisémitisme ; Delphine Horvilleur lui répond que ce n’est pas la question,culture
False,"Vie et mort du secret d’État, d’Antoine Lefébure : les secrets d’État d’hier à aujourd’hui",culture
False,"Ducournau, Desplechin, Jarmusch, Malick, Zlotowski, Park Chan-wook... Qui sera au prochain Festival de Cannes ?",culture
False,A-t-on vraiment besoin d’une nouvelle maison pour les cultures urbaines ?,culture
False,Dans l’atroce fabrique des « bébés parfaits » de l’Allemagne nazie,culture
False,"La méthode de travail de Wes Anderson, aux antipodes du système hollywoodien",culture
False,Un groupe de rock condamne une vidéo d’expulsion de migrants de la Maison-Blanche où apparaît leur chanson,culture
False,"Blanche-Neige, un remake pasteurisé à 200 millions de dollars",culture
False,"Dictionnaire amoureux de Pouchkine, de André Markowicz: un romantique et un nationaliste",culture
False,"Blanche Neige,Ma mère,Dieu et Sylvie Vartan, La Cache... Les films à voir et à ne pas voir cette semaine",culture
False,"Les Mémoires de la Shoah, pour ne pas sombrer dans l’oubli",culture
False,Des bijoux en or de 2600 ans retrouvés près du temple égyptien de Karnak,culture
False,"La Diagonale du Figaro N°60 : le «Freestyle chess», ces échecs hétérodoxes qui séduisent Carlsen",culture
False,Artus réclame « de vraies sanctions » contre le CRS qui a frappé au visage un homme en fauteuil roulant,culture
False,« Un fasciste et un idiot » : Ayo Edebiri s’attaque à Elon Musk pour avoir relayé une fake news à son sujet,culture
False,"Trois philosophes en deuil, de Robert Richardson: comment vivre après la mort",culture
False,John Wick: le cinquième volet confirmé même si le retour de Keanu Reeves demeure incertain,culture
False,"Dictionnaire amoureux de Pouchkine, de André Markowicz: un romantique et un nationaliste",culture
False,Mickey 17détrôneGod Save the Tucheau box-office français,culture
False,"Un concert caritatif en soutien à la RDC, à Paris, reporté à la demande de la diaspora rwandaise",culture
False,"Abominations, de Lionel Shriver: corrosif et irrespectueux",culture
False,"Un bout de chemin, d’Ali Smith: l’oiseau, la serrure et le couvre-feu",culture
False,Eugénie Bastié: «Le roi est mort… mais il hante toujours la République»,culture
False,"Bientôt jugé pour agressions sexuelles, Harvey Weinstein demande que son procès soit étudié avec un «œil neuf»",culture
False,"À la Tefaf Maastricht, la jeune génération prête à conquérir le marché de l’art",culture
False,Un tableau inédit d'Eugène Delacroix découvert près de Tours,culture
False,"Moi ?, de Peter Flamm: l’homme qui a tout oublié depuis les tranchées",culture
False,« C’est une guerre ouverte » : Jacques Audiard revient sur la campagne « usante » d’Emilia Pérezaux Oscars,culture
False,"Humoriste, acteur, metteur en scène... Les Bougheraba, une fratrie marseillaise au succès fulgurant",culture
False,"Isabelle Morizet: «Si j’avais continué à être Karen Cheryl, j’aurais tourné nostalgique»",culture
False,"Stanislas,de Simon Liberati: l’enfance d’un écrivain",culture
False,"Disney programme une sortie en catimini pour son nouveauBlanche-Neige,riche en polémiques",culture
False,"L’esprit ravivé de Pierre Bénichou, « Prince de l’humour » et des médias",culture
False,"«Il y a deux personnes en moi» : en quête d’identité, Mohed Altrad s’interroge sur le prix du succès",culture
False,"La Guerre par d’autres moyens, de Karine Tuil: un président sur le tapis rouge",culture
False,"Après Gérard Depardieu, Denis Podalydès reprend le rôle du commissaire Maigret au cinéma",culture
False,Une nuit au cap de la chèvre: Cheng face à l’infini,culture
False,Que nous réserve le Festival de Pâques d’Aix-en-Provence?,culture
False,Wajdi Mouawad crée la stupeur en quittant la direction de La Colline plus tôt que prévu,culture
False,Une pièce de théâtre russe ose raconter le calvaire d’un soldat blessé en Ukraine,culture
False,"«La poésie ponctue mon quotidien»: Alexis Michalik, nommé président du Grand prix Poésie RATP 2025",culture
False,Billy Joel repousse plusieurs concerts en raison de soucis de santé,culture
False,Céline Dion alerte ses fans sur les musiques clonant sa voix grâce à l’IA,culture
False,"Faste, rock et ambiance seventies au dîner des adieux du Centre Pompidou",culture
False,"Avec près de 3 millions d’entrées,God Save The Tuchedevient le plus gros succès du début d’année 2025",culture
False,Judith Godrèche déplore le «terrifiant silence» des politiques sur les affaires de violences sexuelles,culture
False,"Parthénope,On ira,The Insider... Les films à voir et à éviter cette semaine",culture
False,"Après quatre mois d’emprisonnement, l’inquiétude grandit pour Boualem Sansal",culture
False,"Nice : le manuscrit de Pétain n’a pas été vendu, l’acquéreur à 80.000 euros s’est ravisé",culture
False,Rachida Dati veut s’appuyer sur les départements pour favoriser la vie culturelle,culture
False,Le collectif #TouchePasMaVF espère avec sa pétition obtenir un rendez-vous avec Rachida Dati,culture
False,"Nuits de Fourvière 2025 : Clara Luciani, Pomme, M, Jean-Louis Aubert à l'affiche",culture
False,Mort du chanteur de K-pop Wheesung à l’âge de 43 ans,culture
False,"Une Britannique refuse de rendre un tableau du XVIesiècle, volé en Italie",culture
False,"Simon Fisher-Becker, acteur deHarry PotteretDoctor Who,est décédé à 63 ans",culture
False,Notre critique deParthenope :Sorrentino fait main basse sur la fille,culture
False,La Fabrique du mensonge: ciné-club exceptionnel duFigaro Histoirele 18 mars,culture
False,James Bond restera « un homme britannique » selon un document interne à Amazon,culture
False,"Notre critique d’Immaqaa, ici peut-êtrede Mathurin Bolze: cirque arctique",culture
False,"Notre critique d’On ira, un joyeux requiem sur la route finale",culture
False,"Notre critique deThe Insider,de Steven Soderbergh : retour de l’espion à l’anglaise",culture
False,"Michael Fassbender, l’espion qui vivait à 100 à l’heure",culture
False,Notre critique deBlack Box Diaries:le douloureux combat filmé de Shiori Ito,culture
False,"Notre critique deThe Last Showgirl, portrait sans scénario",culture
False,Le Printemps des poètes «renaît» avec plus de 18 000 manifestations au programme,culture
False,Les œuvres cinématographiques et plastiques de David Lynch seront exposées cet été en Normandie,culture
False,"Après les Oscars, Ariana Grande annonce la sortie d’un nouvel album",culture
False,"Ne Zah 2, le film d’animation le plus rentable de tous les temps, arrive bientôt en France",culture
False,Un député grec s’attaque à des tableaux jugés blasphématoires et « répugnants »,culture
False,« Ce n’était pas le moment » : Hans Zimmer a refusé de travailler pour Marvel,culture
False,Ambiance chez les sœurs Seigner : Marie-Amélie accuse Mathilde de violences physiques et psychologiques,culture
False,"Arman Méliès et Neil Young, découvrez les albums de la semaine duFigaro",culture
False,"À Rio, la chanteuse Anitta interrompt brusquement son concert pour signaler des voleurs",culture
False,Des fragments de la tapisserie de Bayeux volés par un archéologue nazi refont surface en Allemagne,culture
False,Le prix Victor-Hugo décerné à un livre sur Adèle Hugo,culture
False,"Jean-Marc Daniel, le tonton flingueur de l’économie qui monte sur les planches",culture
False,"Au Châtelet, Olivier Py réanime la foliePeer Gynt",culture
False,"De Monteverdi à Ramirez, la folle épopée d’Emiliano Gonzalez Toro",culture
False,"À Varsovie, un musée d’art contemporain s’installe sur la place des parades soviétiques",culture
False,"Après l’échec deJoker 2,Lady Gaga promet de ne pas jouer dans un éventuel troisième film",culture
False,"Steven Knight, le réalisateur desPeaky Blinders,rêve de voir son film sortir au cinéma",culture
False,"Débordé par ses « idées géniales », James Cameron annonce qu’Avatar 3sera le plus long de la saga",culture
False,A-t-on vraiment besoin d’une nouvelle maison pour les cultures urbaines ?,culture
False,Dans l’atroce fabrique des « bébés parfaits » de l’Allemagne nazie,culture
False,"La méthode de travail de Wes Anderson, aux antipodes du système hollywoodien",culture
False,Un groupe de rock condamne une vidéo d’expulsion de migrants de la Maison-Blanche où apparaît leur chanson,culture
False,"Blanche-Neige, un remake pasteurisé à 200 millions de dollars",culture
False,"Dictionnaire amoureux de Pouchkine, de André Markowicz: un romantique et un nationaliste",culture
False,"Blanche Neige,Ma mère,Dieu et Sylvie Vartan, La Cache... Les films à voir et à ne pas voir cette semaine",culture
False,"Les Mémoires de la Shoah, pour ne pas sombrer dans l’oubli",culture
False,Des bijoux en or de 2600 ans retrouvés près du temple égyptien de Karnak,culture
False,"La Diagonale du Figaro N°60 : le «Freestyle chess», ces échecs hétérodoxes qui séduisent Carlsen",culture
False,« Sous contrôle coercitif » : Isild Le Besco revient sur son histoire personnelle dans un podcast,culture
False,« J'ai envisagé l’impensable » : Karla Sofía Gascón sort du silence après plusieurs semaines de polémique,culture
False,Les visées expansionnistes de Donald Trump galvanisent l’identité culturelle des Inuits au Groenland,culture
False,Le film sud-coréenMickey 17en tête du box-office nord-américain,culture
False,Mort du dramaturge sud-africain Athol Fugard à 92 ans,culture
False,"« C’est évident » : pour Pierce Brosnan, le prochain James Bond doit rester britannique",culture
False,"Les Inaccoutumés, un festival qui danse avec les talents",culture
False,L’affaire Dreyfus au Musée d’art et d’histoire du judaïsme: «On a longtemps véhiculé l’image d’un capitaine effacé»,culture
False,"Charles Dreyfus, l’affaire d’une vie",culture
False,Le Musée Thyssen-Bornemisza de Madrid à la rencontre de l’art dans l’œuvre de Proust,culture
False,"Après sept ans de travaux, le cinéma de la Géode retrouve l’éclat du chef-d'œuvre architectural",culture
False,"«Éditer des paroles infâmes», «Faire vivre les lieux bâtards»: le recueil d’éditeurs qui appellent àDéborder Bolloré",culture
False,"Près de Naples, un phénomène volcanique fait émerger d’un lac les vestiges d’une villa antique",culture
False,Une enquête remet de nouveau en cause l’authenticité d’un Rubens de la National Gallery,culture
False,Une inestimable bible illustrée vieille de 1200 ans revient en Suisse le temps d’une exposition,culture
False,"Entre nécrophilie et cannibalisme, l’expositionSerial Killersombre dans le piège du racolage",culture
False,La Maison des mondes africains s'installe finalement dans un ancien atelier parisien,culture
False,"Jon Fosse, prix Nobel de littérature, l’homme qui prie en écrivant",culture
False,René Magritte : deux œuvres rares et jusqu’alors inconnues du peintre surréaliste vendues aux enchères,culture
False,"Une remarquable enquête sur Jacques Benoist-Méchin, figure de la collaboration devenue l’un des meilleurs connaisseurs du monde arabe",culture
False,"Trois actes, deux heures quarante-cinq de danse, plus de soixante danseurs… RemonterLa Belle au bois Dormant, un défi hors normes",culture
